Name,Date,Frequency,Flux Density,Uncertainty,Upper Limit,Source Paper,Instrument,"EMERLIN, VLBA, EVN make note",Explosion Date,Date Source,Distance (Mpc),Distance Uncertainty,Distance Source
1993J,52287,5,15000,774,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-D/A,,,,,,
1993J,52287,1.5,31440,4278,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-D/A,,,,,,
2001ig,52287,8.5,23500,1800,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52287,15,20500,2100,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52287,22.5,15800,2400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52289,4.8,15100,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52289,18.8,11000,4000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52289,8.6,18900,5600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52291,1.4,1600,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
1993J,52293,0.33,61501,10136,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-A,,,,,,
2001ig,52294,2.4,5300,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52301,1.4,3200,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52301,4.9,9800,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52305,8.6,9900,2200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52305,4.8,18400,4400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52311,1.5,850,150,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,2001 September 03,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale AND  Perez-Torres et al. (2005),Mean,,NED
2001gd,52311,23.1,1370,180,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,6.721,,NED
2001gd,52311,8.3,4090,210,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,2452155,,Std. Dev,,NED
2001gd,52311,5,5050,260,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,52155,,16.468,,NED
2001ig,52320,4.8,11000,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52320,8.6,7000,1100,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52329,2.4,11500,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52329,1.4,7000,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52335,23.1,1340,180,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,Median,,NED
2001gd,52335,5,5410,200,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,7.18,,NED
2001gd,52335,8.3,3730,200,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,Max.,,NED
2001gd,52335,1.5,1410,200,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,Min.,,NED
2001gd,52335,15,2180,240,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,42.5,,NED
1993J,52340,0.325,55800,7640,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
1993J,52341,0.243,60900,10800,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",GMRT,,,,,,
1993J,52341,0.61,44400,4510,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
1993J,52341,0.243,60900,11552,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001gd,52347,5,4460,240,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52347,1.5,1840,370,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,17.5,,NED
2001ig,52350,4.8,18100,1300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52350,8.6,10700,2000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52352,2.4,25100,1300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52352,1.4,13800,1500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52354,8.5,10500,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52354,1.4,12600,800,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001ig,52354,4.9,18600,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",VLA,,,,,,
2001gd,52356,23.1,1000,190,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52356,8.3,3660,210,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52356,15,2330,320,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52356,1.5,1830,360,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,22,,SNE
2001ig,52361,2.4,23500,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52361,1.4,14200,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52361,4.8,21900,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52361,8.6,11100,2000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52370,8.3,3780,210,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52370,5,5330,280,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52370,15,2660,300,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52370,1.5,1990,370,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
1993J,52371,1.39,24600,3832,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001ig,52373,4.8,21200,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52373,8.6,12600,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52386,4.8,21600,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52386,8.6,12700,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52406,4.8,21700,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52406,8.6,12400,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52406,1.4,21800,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52406,2.4,30300,1600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
1993J,52413,0.61,44600,4540,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001ig,52421,2.4,24400,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52421,1.4,21500,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52421,4.8,15600,1300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52421,8.6,8000,1700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52434,1.4,19500,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52434,2.4,19700,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52434,4.8,11900,1200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52434,8.6,6200,1700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52437,8.3,3100,170,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-B,,,,,,
2001gd,52437,5,4840,250,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-B,,,,,,
2001gd,52437,1.5,3230,370,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-B,,,,,,
1993J,52449,1.39,23400,2532,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001gd,52451,8.3,3830,190,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLBA,wee woo,,,,,
2001ig,52455,2.4,14400,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52455,1.4,19500,800,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52455,4.8,8900,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52455,8.6,4600,1400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52466,2.4,14900,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52466,4.8,7600,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52466,1.4,19800,1200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52466,8.6,4000,1200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52471,8.3,2390,140,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52471,5,4260,230,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001gd,52471,1.5,2730,310,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-A,,,,,,
2001ig,52483,2.4,13000,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52483,1.4,18200,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52483,4.8,7100,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52483,8.6,3600,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52497,2.4,12700,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52497,4.8,6400,800,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52497,1.4,18100,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52497,8.6,3300,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
1993J,52502,0.325,61800,9205,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001ig,52509,2.4,12500,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52509,4.8,6700,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52509,8.6,3800,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52509,1.4,17800,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52517,2.4,12500,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52517,4.8,6700,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52517,8.6,3700,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52517,1.4,17400,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
1993J,52533,0.243,56700,8700,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",GMRT,,,,,,
1993J,52533,0.61,37500,3821,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
1993J,52533,0.243,56700,9575,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001ig,52534,2.4,12300,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52534,1.4,16400,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52534,4.8,6600,700,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52534,8.6,3200,1000,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
1993J,52538,1.39,24200,2408,,THE LATE-TIME RADIO EMISSION FROM SN 1993J AT METER WAVELENGTHS P. Chandra,GMRT,,,,,,
2001gd,52539,1.5,3550,220,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,GMRT,,,,,,
2001ig,52559,4.8,6700,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52559,2.4,10200,600,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52559,1.4,15400,800,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52559,8.6,2700,900,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001gd,52575,8.3,2070,140,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,52575,23.1,810,160,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,52575,15,890,180,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,52586,5,3260,200,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,52586,1.5,4220,480,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001ig,52600,2.4,8000,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52600,4.8,4500,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52600,8.6,2500,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52600,1.4,11700,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52625,4.8,3600,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52625,8.6,1300,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52625,2.4,6500,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52625,1.4,11500,1100,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52673,4.8,2200,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52673,8.6,1800,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52673,2.4,6100,500,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52673,1.4,10000,1300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2003bg,52702,8.46,2510,70,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,2003 Feb 11,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
",None in NED,,NED
2003bg,52704,8.46,3860,100,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,none in SNE,,SNE
2003bg,52704,1.43,420,280,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,2003 February 22 UT.,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),,,
2001ig,52714,4.8,2600,300,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52714,1.4,8800,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52714,2.4,5500,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52714,8.6,1500,400,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2003bg,52715,4.86,2750,110,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,52684.5,,19 Mpc,,"Baby supernovae through the looking glass at long wavelengths.	Chandra, Poonam
"
2003bg,52715,1.43,550,200,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,2452684.5,averaging,,,
2003bg,52715,8.46,12190,260,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52715,15,47030,980,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52715,22.5,106300,2160,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52727,4.86,8870,200,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52727,8.46,24720,500,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52727,15,62110,1260,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52727,22.5,85390,1720,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52727,43.3,64070,1950,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2001gd,52737,8.3,1020,50,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2001gd,52737,23.1,390,120,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2001gd,52737,15,630,130,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2001gd,52737,5,1850,240,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2001gd,52737,1.5,3890,400,,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2003bg,52740,4.86,14880,320,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52740,8.46,40340,810,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52740,43.3,31750,1430,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52740,15,71510,1460,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52740,22.5,74580,1530,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52750,4.86,22370,460,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52750,22.5,39910,890,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52750,8.46,51720,1040,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52750,15,69310,1410,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52750,43.3,20560,5870,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52755,4.86,24620,500,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52755,22.5,32480,710,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52755,8.46,49640,1000,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52755,15,64750,1320,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52755,43.3,15620,2530,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52765,4.86,28850,590,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52765,22.5,30530,670,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52765,15,41180,870,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52765,8.46,46200,930,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52765,43.3,10180,2550,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-D,,,,,,
2003bg,52777,15,19390,540,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52777,4.86,31140,680,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52777,8.46,38648,790,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2003bg,52777,22.5,9630,1130,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnA,,,,,,
2001ig,52779,2.4,4500,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
2001ig,52779,4.8,2400,200,,"Modulations in the radio light curve of the Type IIb supernova 2001ig: evidence for a Wolf–Rayet binary progenitor? (2004), Ryder",ATCA,,,,,,
